year,country,title,doc
2025,Germany,User acceptance of autonomous combined transport systems in Germany: a cross-conceptual view,"<title>User acceptance of autonomous combined transport systems in Germany: a cross-conceptual view</title> <excerpt>The concept of autonomous combined transport utilizes autonomous vehicles for simultaneous passenger and goods transportation and is associated with a reduction in road traffic through bundling effects and economies of scale. Yet, its potential benefits particularly hinge on penetration and utilization rates.</excerpt>"
2025,"Korea, Republic of",Dynamic Multi-Biosignal Fusion for Detecting the Mental States of Drivers and Passengers in Vehicles,"<title>Dynamic Multi-Biosignal Fusion for Detecting the Mental States of Drivers and Passengers in Vehicles</title> <excerpt>As transportation systems grow in complexity and autonomous vehicle technologies advance, detecting the mental states of drivers and passengers is crucial for enhancing traffic safety and user experience. Recent studies have explored multi-biosignal fusion to monitor these states.</excerpt>"
2025,China,Predicting honest behavior based on Eysenck personality traits and gender: an explainable machine learning study using SHAP analysis,"<title>Predicting honest behavior based on Eysenck personality traits and gender: an explainable machine learning study using SHAP analysis</title> <excerpt>Introduction: This study bridges a critical gap in aviation safety research by examining how Eysenck personality traits (Neuroticism, Psychoticism, Extraversion) and gender predict dishonest behavior in high-risk aviation contexts. While prior studies have focused on the Big Five and HEXACO models in ethical decision-making, empirical applications of the Eysenck framework to honesty prediction remain scarce-particularly in aviation, where dishonest acts (eg, underreporting safety incidents) carry severe public safety consequences.</excerpt>"
2025,Turkey,"The effect of the uniforms and attitudes of the flight attendants on passenger repurchase intention, and the mediating role of brand imagery and brand perception","<title>The effect of the uniforms and attitudes of the flight attendants on passenger repurchase intention, and the mediating role of brand imagery and brand perception</title> <excerpt>In a competitive airline industry, even small details, like the cabin crew’s uniforms and demeanor, can significantly influence passenger loyalty, and hence, this study aims to reveal how the cabin crews’ attitudes, behaviors, and uniforms shape passengers’ loyalty through brand imagery and brand perception. The data was collected from airline passengers by utilizing the convenient sampling method.</excerpt>"
2025,Turkey,The Role of Cognitive Flexibility and Psychological Resilience in Enhancing Operational Performance Among Air Traffic Controllers,<title>The Role of Cognitive Flexibility and Psychological Resilience in Enhancing Operational Performance Among Air Traffic Controllers</title>
2025,China - Malaysia,Extension of mindful safety practices through safety knowledge and safety motivation: a study of the aviation industry,"<title>Extension of mindful safety practices through safety knowledge and safety motivation: a study of the aviation industry</title> <excerpt>This article attempts to extend the mindful safety practices adopted by pilots in the aviation industry. There is still a lack of discussion about how these factors (individual, group and organizational levels) influence the adoption of mindful safety practices among commercial pilots in the aviation industry.</excerpt>"
2024,Indonesia,"Subjective Symptoms In Hipoxia of Military Aircraft Aircrews, Relationship With Age And Oxygen Saturation: A Cross-Sectional Study","<title>Subjective Symptoms In Hipoxia of Military Aircraft Aircrews, Relationship With Age And Oxygen Saturation: A Cross-Sectional Study</title> <excerpt>Introduction: Hypobaric hypoxia is a condition that occurs at altitudes above 25,000 feet, where a decrease in barometric pressure causes reduced oxygen availability. This condition impacts physiological and psychological function, causing symptoms such as dizziness, fatigue, headaches, and decreased oxygen saturation.</excerpt>"
2024,Finland,Cardiac autonomic responses in relation to cognitive workload during simulated military flight,<title>Cardiac autonomic responses in relation to cognitive workload during simulated military flight</title> <excerpt>Understanding the operator's cognitive workload is crucial for efficiency and safety in human–machine systems. This study investigated how cognitive workload modulates cardiac autonomic regulation during a standardized military simulator flight.</excerpt>
2024,New Zealand - United Kingdom,What I don’t know can hurt you: Collateral combat damage seems more acceptable when bystander victims are unidentified,"<title>What I don’t know can hurt you: Collateral combat damage seems more acceptable when bystander victims are unidentified</title> <excerpt>Five experiments (N = 2,204) examined responses to a realistic moral dilemma: a military pilot must decide whether to bomb a dangerous enemy target, also killing a bystander. Few people endorsed bombing when the bystander was an innocent civilian; however, when the bystander’s identity was unknown, over twice as many people endorsed the bombing.</excerpt>"
2024,Israel,Cognitive performance of air personnel following sleep deprivation,"<title>Cognitive performance of air personnel following sleep deprivation</title> <excerpt>Air forces have developed several methods for reducing fatigue-related accidents. In the Israeli Air Force, the “Dead Tired” workshop was developed with the purpose of presenting aircrew with their objective performance under sleep deprivation conditions.</excerpt>"
