year,country,affiliations,title,doc,topic
1965,United States,"Air Force Materiel Command, Dayton, OH, United States",Drugs in aerospace medicine,"<title>Drugs in aerospace medicine</title> <excerpt>Primary variables of aerospace are altitude, radiation, motion, thermal extremes, and weightlessness. With respect to drug studies, only the first four have been explored directly. Secondary variables include the general nonspecific stress of the aerospace situation and operational performance considerations.</excerpt>",15
1964,,,INTEGRATED HUMAN RESEARCH AND AEROSPACE MEDICINE.,<title>INTEGRATED HUMAN RESEARCH AND AEROSPACE MEDICINE.</title> <excerpt>[No abstract available].</excerpt>,12
1964,,,AN EXAMINATION OF CERTAIN AIRCREW MEDICAL SELECTION STANDARDS IN NATO NATIONS.,<title>AN EXAMINATION OF CERTAIN AIRCREW MEDICAL SELECTION STANDARDS IN NATO NATIONS.</title> <excerpt>[No abstract available].</excerpt>,46
1964,United States,"Unisys Corporation, Blue Bell, PA, United States",The Effect of Rule Flexibility on System Adaptation,"<title>The Effect of Rule Flexibility on System Adaptation</title> <excerpt>A study was performed to test the effect of strict vs flexible operating rules on a simulated terminal air traffic control system under a variety of traffic conditions with constant load. Twelve college students were trained in control procedures, were assigned to two crews, and operated the system in a sequence of 24 problem sessions in which the variables were arranged in factorial combination. Only the change to more flexible rules produced consistently significant performance changes.</excerpt>",19
1964,United States,"Unisys Corporation, Blue Bell, PA, United States",Schematic Simulation: A Technique for the Design and Development of a Complex System,<title>Schematic Simulation: A Technique for the Design and Development of a Complex System</title> <excerpt>Schematic simulation is the name of a method for studying system specifications and explicating implications of the specifications for subsystem design. The method was developed in response to the expressed need of the designers of a Terminal Air Traffic Control (TATC) laboratory system. The method provides a model of the projected system and a procedure by which the designers can view system operations from the standpoint of the eventual operators.</excerpt>,38
1963,,,Selection procedures for non-pilot naval aviation officers,<title>Selection procedures for non-pilot naval aviation officers</title> <excerpt>[No abstract available].</excerpt>,10
1963,United States,"Spacecraft Technology Division, National Aeronautics and Space Administration, Washington, D.C., DC, United States",United States experience on the utilization of man's capabilities in a space environment.,"<title>United States experience on the utilization of man's capabilities in a space environment.</title> <excerpt>This paper concerns the stresses on the flight crew in various phases of space flight missions and the ability of the crew to perform piloting-type tasks as well as other specific operations in the presence of these stresses. The mission phases include powered flight, free flight, space maneuvers, atmospheric entry, terminal phase, and surface operation. The stresses of the space environment are caused by forces and or motions or lack thereof, the space environment itself, the nature of the environment within the spacecraft, and the mental and physical demands on the flight crew.</excerpt>",29
1962,,,An appraisal of psychological stress.,<title>An appraisal of psychological stress.</title> <excerpt>[No abstract available].</excerpt>,36
1962,,,In-flight suggestibility.,<title>In-flight suggestibility.</title> <excerpt>[No abstract available].</excerpt>,-1
1961,United States,"The Ohio State University, Columbus, OH, United States",Supervisory procedures and work-team productivity,"<title>Supervisory procedures and work-team productivity</title> <excerpt>""A complex task setting provided by the simulation of a radar air traffic control system was the context employed to evaluate the extent to which work-team productivity is modifiable as a consequence of different supervisors and supervisory procedures under different task loads. Six two-man teams were observed. Each team worked under each of three supervisors.</excerpt>",64
1961,,,Psychological effects of space flight.,<title>Psychological effects of space flight.</title> <excerpt>[No abstract available].</excerpt>,23
1961,United States,"The Ohio State University, Columbus, OH, United States",A comparison of two methods of training in a complex task by means of task stimulation,"<title>A comparison of two methods of training in a complex task by means of task stimulation</title> <excerpt>""Improvement in performance with training in a complex task of radar air traffic control was compared under a condition of constant high input load during training vs a condition of graduated input load during training . . ..</excerpt>",63
1960,,,Psychiatry and space flight,<title>Psychiatry and space flight</title> <excerpt>[No abstract available].</excerpt>,23
1960,,,Performance and habitability aspects of extended confinement in sealed cabins.,<title>Performance and habitability aspects of extended confinement in sealed cabins.</title> <excerpt>[No abstract available].</excerpt>,23
1959,,,Adaptability screening of flying personnel; preliminary analysis and,<title>Adaptability screening of flying personnel; preliminary analysis and</title> <excerpt>[No abstract available].</excerpt>,43
1958,,,Predicition of flight training attrition by grade slips for first ten,<title>Predicition of flight training attrition by grade slips for first ten</title> <excerpt>[No abstract available].</excerpt>,109
1958,,,Adaptability screening of flying personnel; cross-validation of the,<title>Adaptability screening of flying personnel; cross-validation of the</title> <excerpt>[No abstract available].</excerpt>,43
1958,,,Emotional G in airsickness.,<title>Emotional G in airsickness.</title> <excerpt>[No abstract available].</excerpt>,28
1958,,,Pilot reactions during Man-high II balloon flight.,<title>Pilot reactions during Man-high II balloon flight.</title> <excerpt>[No abstract available].</excerpt>,124
1958,,,The relation of age to success in flight training.,<title>The relation of age to success in flight training.</title> <excerpt>[No abstract available].</excerpt>,6
1958,,,Preventive medicine in naval aviation training; the cooperative efforts,<title>Preventive medicine in naval aviation training; the cooperative efforts</title> <excerpt>[No abstract available].</excerpt>,12
