year,country,title,doc,topic
2023,United Kingdom,Assessing Expertise Using Eye Tracking in a Virtual Reality Flight Simulation,<title>Assessing Expertise Using Eye Tracking in a Virtual Reality Flight Simulation</title>,64
2023,"Taiwan, Province of China",Factors related to burnout and its effects on mental and physical symptoms and daytime dysfunction among female flight attendants,<title>Factors related to burnout and its effects on mental and physical symptoms and daytime dysfunction among female flight attendants</title>,60
2023,Ireland - United Kingdom,Quick coherence technique facilitating commercial pilots’ psychophysiological resilience to the impact of COVID-19,<title>Quick coherence technique facilitating commercial pilots’ psychophysiological resilience to the impact of COVID-19</title>,-1
2023,China,The risk-taking behavioural intentions of pilots in adverse weather conditions: an application of the theory of planned behaviour,<title>The risk-taking behavioural intentions of pilots in adverse weather conditions: an application of the theory of planned behaviour</title>,8
2023,United Kingdom,To what extent is circadian phase predictive of subjective jet lag in long-haul cabin crew pre- and post-trip?,<title>To what extent is circadian phase predictive of subjective jet lag in long-haul cabin crew pre- and post-trip?</title>,114
2023,China,Linkage of calling and burnout among Chinese airline pilots: the role of psychological capital and organizational identification,<title>Linkage of calling and burnout among Chinese airline pilots: the role of psychological capital and organizational identification</title>,60
2022,Italy,Safety at high altitude: the importance of emotional dysregulation on pilots’ risk attitudes during flight,<title>Safety at high altitude: the importance of emotional dysregulation on pilots’ risk attitudes during flight</title>,16
2022,Poland - United States,Associations of suffering with facets of health and well-being among working adults: longitudinal evidence from two samples,<title>Associations of suffering with facets of health and well-being among working adults: longitudinal evidence from two samples</title>,97
2022,Australia - China,Exploring the Peak-End Effects in Air Traffic Controllers’ Mental Workload Ratings,<title>Exploring the Peak-End Effects in Air Traffic Controllers’ Mental Workload Ratings</title>,94
2022,Slovakia,A Technical Device for Determining the Predispositions of Students—Air Traffic Controllers and Pilots during Multitasking Training,<title>A Technical Device for Determining the Predispositions of Students—Air Traffic Controllers and Pilots during Multitasking Training</title>,28
2022,China - Netherlands,"Tsai Chiao: The founder of physiology and aviation, aerospace and navigation medicine in China","<title>Tsai Chiao: The founder of physiology and aviation, aerospace and navigation medicine in China</title>",137
2022,"Korea, Republic of","Depression, Anxiety, Stress and Anger of the Cabin Crew during the COVID-19 Pandemic in South Korea","<title>Depression, Anxiety, Stress and Anger of the Cabin Crew during the COVID-19 Pandemic in South Korea</title>",68
2022,Turkey,Hysteria as a Trigger for Epidemic Decompression Sickness Following Hypobaric Hypoxia Training,<title>Hysteria as a Trigger for Epidemic Decompression Sickness Following Hypobaric Hypoxia Training</title>,84
2022,Russian Federation,Applications of methods of psychological support developed for astronauts for use in medical settings,<title>Applications of methods of psychological support developed for astronauts for use in medical settings</title>,32
2022,Poland - United States,Are depression and suffering distinct? An empirical analysis,<title>Are depression and suffering distinct? An empirical analysis</title>,97
2022,Iceland - United Kingdom,Assessing Cognitive Workload Using Cardiovascular Measures and Voice,<title>Assessing Cognitive Workload Using Cardiovascular Measures and Voice</title>,126
2022,Australia - China,Non-Contact Negative Mood State Detection Using Reliability-Focused Multi-Modal Fusion Model,<title>Non-Contact Negative Mood State Detection Using Reliability-Focused Multi-Modal Fusion Model</title>,24
2022,China,Analysis of two naval pilots’ ejection injuries: Two case reports,<title>Analysis of two naval pilots’ ejection injuries: Two case reports</title>,115
2022,"China - Taiwan, Province of China","Effects of animated pedagogical agent-guided loving-kindness meditation on flight attendants’ spirituality, mindfulness, subjective wellbeing, and social presence","<title>Effects of animated pedagogical agent-guided loving-kindness meditation on flight attendants’ spirituality, mindfulness, subjective wellbeing, and social presence</title>",3
2022,Colombia - Portugal - Spain,The Effect of Expertise during Simulated Flight Emergencies on the Autonomic Response and Operative Performance in Military Pilots,<title>The Effect of Expertise during Simulated Flight Emergencies on the Autonomic Response and Operative Performance in Military Pilots</title>,-1
2022,Sweden,Selecting flight mode – Risk factors associated with presenteeism among commercial pilots and the role of depressive symptoms,<title>Selecting flight mode – Risk factors associated with presenteeism among commercial pilots and the role of depressive symptoms</title>,92
2022,"Iran, Islamic Republic of",Cognitive performance and electroencephalographic variations in air traffic controllers under various mental workload and time of day,<title>Cognitive performance and electroencephalographic variations in air traffic controllers under various mental workload and time of day</title>,94
2022,India,Chirplet transform-based machine-learning approach towards classification of cognitive state change using galvanic skin response and photoplethysmography signals,<title>Chirplet transform-based machine-learning approach towards classification of cognitive state change using galvanic skin response and photoplethysmography signals</title>,24
2022,China,The relationship between sense of calling and safety behavior among airline pilots: The role of harmonious safety passion and safety climate,<title>The relationship between sense of calling and safety behavior among airline pilots: The role of harmonious safety passion and safety climate</title>,15
2022,China,Proactive Coping and Mental Health Among Airline Pilots During China's Regular Prevention and Control of COVID-19: The Role of Perceived Stress and Social Support,<title>Proactive Coping and Mental Health Among Airline Pilots During China's Regular Prevention and Control of COVID-19: The Role of Perceived Stress and Social Support</title>,19
2022,Russian Federation,Using the Possibilities of Russian Space Medicine for Terrestrial Healthcare,<title>Using the Possibilities of Russian Space Medicine for Terrestrial Healthcare</title>,17
2022,China - Malaysia,"Effects of Psychological Capital and Person-Job Fit on Hospitality Employees’ Work-Family Conflict, Family-Work Conflict and Job Performance: The Moderating Role of Marital Status","<title>Effects of Psychological Capital and Person-Job Fit on Hospitality Employees’ Work-Family Conflict, Family-Work Conflict and Job Performance: The Moderating Role of Marital Status</title>",3
2022,Poland,Profiles of Occupational Burnout in the Group of Representatives of High-Risk Professions in Poland,<title>Profiles of Occupational Burnout in the Group of Representatives of High-Risk Professions in Poland</title>,129
2022,"Korea, Republic of",Study on Factors That Influence Human Errors: Focused on Cabin Crew,<title>Study on Factors That Influence Human Errors: Focused on Cabin Crew</title>,-1
2022,"Korea, Republic of",The Effect of Psychological Anxiety Caused by COVID-19 on Job Self-Esteem and Job Satisfaction of Airline Flight Attendants,<title>The Effect of Psychological Anxiety Caused by COVID-19 on Job Self-Esteem and Job Satisfaction of Airline Flight Attendants</title>,68
2022,United Kingdom,A Qualitative Exploration of Choking under Pressure in Commercial Airline Pilots: A Phenomenological Approach,<title>A Qualitative Exploration of Choking under Pressure in Commercial Airline Pilots: A Phenomenological Approach</title>,19
